날짜,측정소명,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2016-03-23,양천구,81,47,0.033,0.029,0.5,0.005
2016-03-24,양천구,43,22,0.029,0.027,0.5,0.004
2016-03-25,양천구,69,38,0.024,0.042,0.6,0.006
2016-03-26,양천구,67,43,0.031,0.037,0.5,0.005
2016-03-27,양천구,66,43,0.039,0.032,0.6,0.006
2016-03-28,양천구,71,44,0.041,0.041,0.6,0.008
2016-03-29,양천구,98,53,0.057,0.027,0.6,0.007
2016-03-30,양천구,95,49,0.034,0.039,0.6,0.007
2016-03-31,양천구,56,27,0.015,0.066,0.7,0.007
2016-04-01,양천구,68,33,0.022,0.071,0.8,0.009
2016-04-02,양천구,78,41,0.041,0.052,0.7,0.01
2016-04-03,양천구,53,31,0.026,0.033,0.5,0.004
2016-04-04,양천구,33,13,0.023,0.035,0.5,0.004
2016-04-05,양천구,53,19,0.033,0.032,0.4,0.008
2016-04-06,양천구,76,40,0.027,0.053,0.6,0.009
2016-04-07,양천구,51,26,0.033,0.033,0.5,0.005
2016-04-08,양천구,67,34,0.038,0.027,0.5,0.006
2016-04-09,양천구,104,47,0.029,0.034,0.8,0.006
2016-04-10,양천구,117,54,0.04,0.032,0.9,0.006
2016-04-11,양천구,46,21,0.031,0.035,0.5,0.003
2016-04-12,양천구,58,29,0.029,0.04,0.5,0.005
2016-04-13,양천구,57,30,0.022,0.05,0.6,0.005
2016-04-14,양천구,48,24,0.019,0.043,0.6,0.004
2016-04-15,양천구,52,25,0.033,0.042,0.6,0.004
2016-04-16,양천구,49,23,0.029,0.048,0.6,0.005
2016-04-17,양천구,39,12,0.043,0.016,0.5,0.004
2016-04-18,양천구,53,19,0.039,0.025,0.5,0.004
2016-04-19,양천구,40,17,0.03,0.035,0.5,0.004
2016-04-20,양천구,60,28,0.022,0.052,0.6,0.006
2016-04-21,양천구,28,14,0.028,0.036,0.5,0.003
2016-04-22,양천구,70,35,0.041,0.03,0.6,0.004
2016-04-23,양천구,169,37,0.031,0.035,0.6,0.004
2016-04-24,양천구,139,21,0.033,0.033,0.5,0.004
2016-04-25,양천구,72,23,0.027,0.053,0.6,0.006
2016-04-26,양천구,70,25,0.038,0.046,0.6,0.005
2016-04-27,양천구,44,13,0.046,0.026,0.4,0.004
2016-04-28,양천구,51,19,0.037,0.035,0.5,0.004
2016-04-29,양천구,58,25,0.04,0.035,0.5,0.005
2016-04-30,양천구,63,30,0.069,0.023,0.5,0.007
2016-05-01,양천구,36,16,0.063,0.02,0.4,0.005
2016-05-02,양천구,41,18,0.038,0.028,0.5,0.004
2016-05-03,양천구,18,6,0.039,0.012,0.3,0.003
2016-05-04,양천구,38,8,0.043,0.019,0.4,0.003
2016-05-05,양천구,47,18,0.033,0.038,0.6,0.005
2016-05-06,양천구,44,18,0.028,0.033,0.5,0.004
2016-05-07,양천구,81,15,0.032,0.027,0.5,0.005
2016-05-08,양천구,44,14,0.04,0.032,0.5,0.004
2016-05-09,양천구,54,20,0.042,0.036,0.5,0.005
2016-05-10,양천구,28,12,0.035,0.029,0.5,0.003
2016-05-11,양천구,24,9,0.038,0.027,0.4,0.003
2016-05-12,양천구,25,12,0.043,0.026,0.4,0.004
2016-05-13,양천구,35,15,0.046,0.027,0.5,0.003
2016-05-14,양천구,30,14,0.045,0.032,0.5,0.004
2016-05-15,양천구,32,16,0.048,0.018,0.4,0.004
2016-05-16,양천구,31,13,0.045,0.021,0.5,0.005
2016-05-17,양천구,68,37,0.047,0.045,0.7,0.008
2016-05-18,양천구,55,30,0.037,0.053,0.7,0.007
2016-05-19,양천구,35,17,0.037,0.046,0.5,0.004
2016-05-20,양천구,55,30,0.049,0.056,0.6,0.007
2016-05-21,양천구,35,22,0.045,0.047,0.5,0.004
2016-05-22,양천구,52,36,0.067,0.039,0.5,0.005
2016-05-23,양천구,62,40,0.058,0.042,0.5,0.006
2016-05-24,양천구,31,19,0.052,0.02,0.4,0.003
2016-05-25,양천구,81,49,0.066,0.021,0.5,0.005
2016-05-26,양천구,94,56,0.046,0.037,0.6,0.007
2016-05-27,양천구,83,44,0.05,0.036,0.6,0.006
2016-05-28,양천구,70,33,0.046,0.035,0.6,0.007
2016-05-29,양천구,75,39,0.051,0.031,0.6,0.006
2016-05-30,양천구,94,51,0.059,0.031,0.7,0.008
2016-05-31,양천구,71,37,0.047,0.028,0.5,0.007
2016-06-01,양천구,41,20,0.044,0.028,0.4,0.004
2016-06-02,양천구,34,16,0.044,0.036,0.4,0.004
2016-06-03,양천구,46,24,0.047,0.032,0.4,0.006
2016-06-04,양천구,42,20,0.038,0.035,0.4,0.004
2016-06-05,양천구,44,23,0.06,0.027,0.5,0.004
2016-06-06,양천구,22,12,0.049,0.021,0.3,0.004
2016-06-07,양천구,44,24,0.037,0.029,0.4,0.005
2016-06-08,양천구,34,19,0.031,0.025,0.4,0.004
2016-06-09,양천구,60,30,0.034,0.031,0.4,0.004
2016-06-10,양천구,53,29,0.039,0.034,0.5,0.006
2016-06-11,양천구,45,24,0.034,0.018,0.4,0.004
2016-06-12,양천구,34,18,0.031,0.014,0.4,0.003
2016-06-13,양천구,68,32,0.037,0.028,0.6,0.003
2016-06-14,양천구,49,26,0.044,0.027,0.5,0.005
2016-06-15,양천구,39,18,0.038,0.02,0.4,0.003
2016-06-16,양천구,29,14,0.055,0.017,0.4,0.003
2016-06-17,양천구,54,30,0.068,0.02,0.5,0.004
2016-06-18,양천구,69,40,0.062,0.027,0.6,0.005
2016-06-19,양천구,42,23,0.045,0.023,0.5,0.004
2016-06-20,양천구,53,30,0.061,0.028,0.5,0.004
2016-06-21,양천구,59,33,0.05,0.048,0.6,0.004
2016-06-22,양천구,79,44,0.039,0.043,0.6,0.005
2016-06-23,양천구,51,32,0.047,0.031,0.5,0.004
2016-06-24,양천구,79,37,0.042,0.027,0.5,0.004
2016-06-25,양천구,32,14,0.048,0.019,0.4,0.004
2016-06-26,양천구,32,15,0.046,0.019,0.4,0.005
2016-06-27,양천구,35,17,0.046,0.03,0.5,0.007
2016-06-28,양천구,65,35,0.046,0.03,0.5,0.004
2016-06-29,양천구,33,19,0.053,0.021,0.4,0.005
2016-06-30,양천구,33,16,0.038,0.016,0.3,0.003
2016-07-01,양천구,22,11,0.022,0.023,0.3,0.003
2016-07-02,양천구,11,6,0.036,0.016,0.3,0.003
2016-07-03,양천구,52,30,0.058,0.017,0.5,0.004
2016-07-04,양천구,24,13,0.021,0.031,0.4,0.003
2016-07-05,양천구,15,7,0.015,0.016,0.3,0.003
2016-07-06,양천구,15,7,0.03,0.02,0.3,0.004
2016-07-07,양천구,34,19,0.03,0.035,0.5,0.006
2016-07-08,양천구,62,33,0.037,0.034,0.5,0.004
2016-07-09,양천구,41,20,0.031,0.025,0.4,0.003
2016-07-10,양천구,30,16,0.034,0.027,0.4,0.005
2016-07-11,양천구,48,28,0.043,0.038,0.6,0.007
2016-07-12,양천구,34,21,0.028,0.028,0.4,0.006
2016-07-13,양천구,26,14,0.015,0.021,0.3,0.003
2016-07-14,양천구,32,17,0.041,0.022,0.4,0.003
2016-07-15,양천구,16,8,0.028,0.026,0.4,0.003
2016-07-16,양천구,8,4,0.019,0.021,0.4,0.002
2016-07-17,양천구,12,6,0.027,0.012,0.4,0.003
2016-07-18,양천구,23,12,0.022,0.025,0.4,0.005
2016-07-19,양천구,34,18,0.048,0.032,0.5,0.003
2016-07-20,양천구,36,20,0.043,0.04,0.5,0.003
2016-07-21,양천구,26,16,0.046,0.028,0.4,0.003
2016-07-22,양천구,31,18,0.047,0.025,0.4,0.003
2016-07-23,양천구,37,22,0.039,0.017,0.4,0.005
2016-07-24,양천구,39,22,0.026,0.014,0.3,0.004
2016-07-25,양천구,47,28,0.027,0.019,0.3,0.005
2016-07-26,양천구,37,23,0.019,0.016,0.2,0.004
2016-07-27,양천구,37,22,0.022,0.016,0.2,0.004
2016-07-28,양천구,56,32,0.048,0.02,0.3,0.003
2016-07-29,양천구,54,29,0.025,0.034,0.4,0.003
2016-07-30,양천구,48,29,0.036,0.02,0.4,0.003
2016-07-31,양천구,44,27,0.019,0.015,0.3,0.003
2016-08-01,양천구,32,19,0.012,0.017,0.3,0.003
2016-08-02,양천구,27,16,0.013,0.027,0.4,0.003
2016-08-03,양천구,25,14,0.03,0.034,0.4,0.004
2016-08-04,양천구,35,20,0.042,0.033,0.5,0.003
2016-08-05,양천구,42,25,0.05,0.032,0.5,0.003
2016-08-06,양천구,60,37,0.056,0.031,0.5,0.004
2016-08-07,양천구,30,20,0.043,0.02,0.4,0.004
2016-08-08,양천구,38,22,0.037,0.022,0.4,0.003
2016-08-09,양천구,38,23,0.044,0.032,0.4,0.003
2016-08-10,양천구,85,52,0.046,0.026,0.5,0.005
2016-08-11,양천구,30,18,0.031,0.022,0.4,0.004
2016-08-12,양천구,42,26,0.025,0.02,0.3,0.003
2016-08-13,양천구,33,23,0.021,0.016,0.3,0.004
2016-08-14,양천구,36,26,0.025,0.012,0.3,0.004
2016-08-15,양천구,32,20,0.042,0.015,0.4,0.004
2016-08-16,양천구,40,23,0.048,0.025,0.5,0.005
2016-08-17,양천구,42,24,0.038,0.029,0.5,0.004
2016-08-18,양천구,46,28,0.05,0.031,0.5,0.006
2016-08-19,양천구,56,38,0.053,0.045,0.6,0.005
2016-08-20,양천구,34,21,0.049,0.027,0.5,0.003
2016-08-21,양천구,27,15,0.056,0.017,0.4,0.003
2016-08-22,양천구,29,17,0.037,0.024,0.4,0.003
2016-08-23,양천구,30,19,0.039,0.029,0.4,0.004
2016-08-24,양천구,31,18,0.033,0.028,0.4,0.005
2016-08-25,양천구,24,13,0.031,0.024,0.4,0.004
2016-08-26,양천구,14,5,0.033,0.017,0.3,0.003
2016-08-27,양천구,11,3,0.032,0.017,0.3,0.003
2016-08-28,양천구,9,3,0.028,0.011,0.3,0.003
2016-08-29,양천구,13,5,0.024,0.017,0.3,0.003
2016-08-30,양천구,22,7,0.026,0.015,0.3,0.003
2016-08-31,양천구,17,6,0.021,0.018,0.3,0.004
2016-09-01,양천구,51,27,0.054,0.024,0.6,0.004
2016-09-02,양천구,29,18,0.048,0.021,0.4,0.003
2016-09-03,양천구,18,10,0.039,0.024,0.5,0.003
2016-09-04,양천구,23,13,0.024,0.026,0.5,0.003
2016-09-05,양천구,27,14,0.028,0.026,0.5,0.003
2016-09-06,양천구,51,31,0.037,0.027,0.5,0.005
2016-09-07,양천구,69,43,0.036,0.03,0.6,0.004
2016-09-08,양천구,43,25,0.029,0.036,0.6,0.005
2016-09-09,양천구,41,25,0.03,0.036,0.6,0.003
2016-09-10,양천구,42,25,0.039,0.034,0.6,0.003
2016-09-11,양천구,36,24,0.052,0.02,0.5,0.003
2016-09-12,양천구,30,18,0.022,0.032,0.5,0.003
2016-09-13,양천구,19,9,0.028,0.029,0.4,0.003
2016-09-14,양천구,35,21,0.039,0.025,0.5,0.004
2016-09-15,양천구,34,23,0.037,0.021,0.5,0.004
2016-09-16,양천구,45,30,0.042,0.023,0.6,0.008
2016-09-17,양천구,29,16,0.041,0.016,0.4,0.003
2016-09-18,양천구,21,11,0.037,0.015,0.3,0.002
2016-09-19,양천구,11,3,0.029,0.017,0.3,0.002
2016-09-20,양천구,14,7,0.03,0.02,0.3,0.003
2016-09-21,양천구,28,18,0.028,0.029,0.4,0.003
2016-09-22,양천구,35,22,0.032,0.03,0.4,0.003
2016-09-23,양천구,47,29,0.042,0.037,0.5,0.005
2016-09-24,양천구,55,34,0.05,0.04,0.6,0.005
2016-09-25,양천구,46,30,0.04,0.034,0.5,0.004
2016-09-26,양천구,39,23,0.017,0.048,0.5,0.003
2016-09-27,양천구,31,19,0.007,0.046,0.6,0.003
2016-09-28,양천구,31,17,0.013,0.029,0.5,0.003
2016-09-29,양천구,15,5,0.013,0.022,0.4,0.003
2016-09-30,양천구,28,11,0.013,0.036,0.4,0.003
2016-10-01,양천구,52,30,0.009,0.045,0.5,0.005
2016-10-02,양천구,30,17,0.007,0.031,0.4,0.004
2016-10-03,양천구,16,8,0.014,0.021,0.3,0.004
2016-10-04,양천구,33,15,0.012,0.032,0.4,0.004
2016-10-05,양천구,29,13,0.019,0.022,0.3,0.004
2016-10-06,양천구,37,16,0.017,0.025,0.4,0.004
2016-10-07,양천구,29,14,0.012,0.027,0.4,0.003
2016-10-08,양천구,21,11,0.022,0.016,0.3,0.004
2016-10-09,양천구,19,9,0.02,0.013,0.3,0.003
2016-10-10,양천구,30,13,0.012,0.03,0.4,0.003
2016-10-11,양천구,48,24,0.01,0.047,0.6,0.005
2016-10-12,양천구,58,27,0.016,0.028,0.5,0.004
2016-10-13,양천구,45,21,0.01,0.038,0.5,0.004
2016-10-14,양천구,76,38,0.01,0.056,1,0.005
2016-10-15,양천구,85,46,0.015,0.053,1,0.005
2016-10-16,양천구,64,38,0.011,0.043,0.8,0.004
2016-10-17,양천구,57,33,0.016,0.035,0.7,0.004
2016-10-18,양천구,61,27,0.01,0.045,0.8,0.005
2016-10-19,양천구,77,37,0.02,0.058,1,0.006
2016-10-20,양천구,59,34,0.023,0.055,0.7,0.004
2016-10-21,양천구,21,10,0.025,0.03,0.4,0.004
2016-10-22,양천구,26,12,0.024,0.032,0.4,0.004
2016-10-23,양천구,11,5,0.026,0.02,0.3,0.003
2016-10-24,양천구,14,6,0.017,0.031,0.4,0.003
2016-10-25,양천구,16,8,0.014,0.033,0.5,0.003
2016-10-26,양천구,41,21,0.009,0.042,0.8,0.004
2016-10-27,양천구,39,20,0.008,0.039,0.7,0.003
2016-10-28,양천구,32,14,0.017,0.033,0.5,0.003
2016-10-29,양천구,31,14,0.025,0.02,0.4,0.003
2016-10-30,양천구,23,11,0.016,0.032,0.4,0.003
2016-10-31,양천구,30,15,0.008,0.039,0.5,0.004
2016-11-01,양천구,23,11,0.02,0.024,0.4,0.003
2016-11-02,양천구,32,16,0.009,0.045,0.6,0.004
2016-11-03,양천구,40,22,0.015,0.047,0.6,0.005
2016-11-04,양천구,54,30,0.028,0.04,0.6,0.006
2016-11-05,양천구,71,38,0.041,0.034,0.7,0.005
2016-11-06,양천구,37,21,0.021,0.029,0.5,0.003
2016-11-07,양천구,34,21,0.018,0.031,0.5,0.003
2016-11-08,양천구,60,44,0.024,0.022,0.5,0.003
2016-11-09,양천구,37,24,0.015,0.033,0.5,0.003
2016-11-10,양천구,40,25,0.002,0.054,0.7,0.004
2016-11-11,양천구,46,20,0.013,0.041,0.6,0.004
2016-11-12,양천구,63,26,0.014,0.049,0.7,0.004
2016-11-13,양천구,57,27,0.008,0.05,0.7,0.004
2016-11-14,양천구,48,25,0.003,0.053,0.7,0.004
2016-11-15,양천구,49,18,0.018,0.027,0.4,0.004
2016-11-16,양천구,49,24,0.004,0.05,0.7,0.005
2016-11-17,양천구,65,34,0.005,0.057,0.9,0.005
2016-11-18,양천구,91,54,0.002,0.068,1.1,0.006
2016-11-19,양천구,59,35,0.009,0.044,0.7,0.005
2016-11-20,양천구,39,22,0.015,0.028,0.7,0.004
2016-11-21,양천구,56,26,0.005,0.046,0.8,0.004
2016-11-22,양천구,35,16,0.019,0.02,0.4,0.004
2016-11-23,양천구,35,14,0.015,0.023,0.4,0.004
2016-11-24,양천구,26,13,0.015,0.028,0.5,0.004
2016-11-25,양천구,36,18,0.007,0.046,0.8,0.004
2016-11-26,양천구,56,38,0.002,0.05,0.9,0.004
2016-11-27,양천구,72,51,0.003,0.042,0.9,0.004
2016-11-28,양천구,68,36,0.014,0.026,0.7,0.004
2016-11-29,양천구,38,22,0.006,0.043,0.8,0.004
2016-11-30,양천구,48,30,0.002,0.049,0.9,0.006
2016-12-01,양천구,47,25,0.017,0.026,0.6,0.004
2016-12-02,양천구,34,16,0.009,0.037,0.6,0.005
2016-12-03,양천구,49,28,0.005,0.053,0.9,0.005
2016-12-04,양천구,80,54,0.002,0.059,1.1,0.006
2016-12-05,양천구,82,54,0.013,0.038,0.8,0.005
2016-12-06,양천구,24,12,0.013,0.028,0.5,0.004
2016-12-07,양천구,46,25,0.003,0.048,0.7,0.005
2016-12-08,양천구,40,22,0.007,0.042,0.7,0.005
2016-12-09,양천구,34,22,0.011,0.029,0.6,0.004
2016-12-10,양천구,34,19,0.01,0.027,0.6,0.004
2016-12-11,양천구,34,21,0.005,0.036,0.7,0.004
2016-12-12,양천구,46,29,0.002,0.045,1,0.005
2016-12-13,양천구,62,37,0.006,0.038,1,0.005
2016-12-14,양천구,47,24,0.006,0.029,0.6,0.005
2016-12-15,양천구,30,14,0.014,0.021,0.5,0.004
2016-12-16,양천구,30,15,0.009,0.03,0.6,0.004
2016-12-17,양천구,57,33,0.003,0.047,0.9,0.005
2016-12-18,양천구,39,24,0.005,0.039,0.7,0.005
2016-12-19,양천구,42,24,0.003,0.043,0.9,0.004
2016-12-20,양천구,55,34,0.003,0.044,1.1,0.005
2016-12-21,양천구,45,25,0.003,0.042,1,0.006
2016-12-22,양천구,32,18,0.009,0.024,0.6,0.004
2016-12-23,양천구,50,30,0.012,0.019,0.6,0.004
2016-12-24,양천구,69,45,0.007,0.028,0.8,0.004
2016-12-25,양천구,60,38,0.003,0.035,1,0.005
2016-12-26,양천구,64,36,0.003,0.04,1.1,0.005
2016-12-27,양천구,42,23,0.012,0.022,0.6,0.004
2016-12-28,양천구,45,23,0.006,0.036,0.7,0.005
2016-12-29,양천구,34,14,0.01,0.026,0.5,0.004
2016-12-30,양천구,40,21,0.004,0.04,0.8,0.005
2016-12-31,양천구,61,37,0.002,0.053,1.2,0.006
2017-01-01,양천구,80,51,0.004,0.046,1.1,0.005
2017-01-02,양천구,107,63,0.011,0.039,0.9,0.005
2017-01-03,양천구,73,38,0.008,0.041,0.8,0.005
2017-01-04,양천구,58,32,0.006,0.05,1,0.006
2017-01-05,양천구,39,20,0.006,0.039,0.8,0.005
2017-01-06,양천구,22,11,0.008,0.035,0.6,0.004
2017-01-07,양천구,60,41,0.003,0.049,1,0.006
2017-01-08,양천구,31,19,0.009,0.034,0.6,0.005
2017-01-09,양천구,59,41,0.018,0.024,0.7,0.006
2017-01-10,양천구,31,15,0.016,0.022,0.5,0.005
2017-01-11,양천구,23,11,0.009,0.031,0.5,0.005
2017-01-12,양천구,31,16,0.012,0.029,0.5,0.005
2017-01-13,양천구,29,11,0.015,0.021,0.4,0.004
2017-01-14,양천구,38,10,0.017,0.016,0.4,0.004
2017-01-15,양천구,25,12,0.011,0.023,0.5,0.004
2017-01-16,양천구,43,23,0.003,0.042,0.8,0.005
2017-01-17,양천구,68,41,0.002,0.06,1.3,0.007
2017-01-18,양천구,102,67,0.003,0.051,1.1,0.007
2017-01-19,양천구,96,58,0.005,0.047,1,0.006
2017-01-20,양천구,59,36,0.012,0.032,0.7,0.005
2017-01-21,양천구,44,27,0.006,0.039,0.7,0.005
2017-01-22,양천구,62,24,0.018,0.02,0.5,0.005
2017-01-23,양천구,49,31,0.013,0.032,0.6,0.004
2017-01-24,양천구,40,25,0.008,0.038,0.7,0.005
2017-01-25,양천구,52,34,0.006,0.049,0.9,0.004
2017-01-26,양천구,69,54,0.008,0.055,1.1,0.006
2017-01-27,양천구,81,21,0.019,0.02,0.5,0.005
2017-01-28,양천구,29,16,0.006,0.035,0.6,0.004
2017-01-29,양천구,28,21,0.004,0.036,0.7,0.005
2017-01-30,양천구,45,37,0.02,0.019,0.5,0.005
2017-01-31,양천구,28,20,0.009,0.034,0.6,0.006
2017-02-01,양천구,38,25,0.013,0.034,0.7,0.006
2017-02-02,양천구,31,20,0.011,0.034,0.6,0.006
2017-02-03,양천구,66,50,0.011,0.046,0.9,0.006
2017-02-04,양천구,101,84,0.002,0.063,1.4,0.007
2017-02-05,양천구,66,58,0.011,0.035,0.9,0.006
2017-02-06,양천구,37,28,0.019,0.024,0.5,0.006
2017-02-07,양천구,37,25,0.006,0.037,0.6,0.006
2017-02-08,양천구,46,30,0.006,0.035,0.7,0.008
2017-02-09,양천구,44,21,0.017,0.021,0.5,0.009
2017-02-10,양천구,30,21,0.018,0.02,0.5,0.007
2017-02-11,양천구,27,19,0.017,0.022,0.4,0.007
2017-02-12,양천구,28,21,0.014,0.029,0.6,0.007
2017-02-13,양천구,40,31,0.006,0.046,0.8,0.008
2017-02-14,양천구,49,36,0.014,0.037,0.6,0.007
2017-02-15,양천구,51,40,0.007,0.051,0.9,0.008
2017-02-16,양천구,61,47,0.01,0.052,1,0.008
2017-02-17,양천구,41,18,0.023,0.019,0.4,0.005
2017-02-18,양천구,29,19,0.02,0.024,0.5,0.006
2017-02-19,양천구,40,29,0.016,0.031,0.6,0.006
2017-02-20,양천구,41,23,0.022,0.02,0.5,0.005
2017-02-21,양천구,49,33,0.009,0.043,0.7,0.006
2017-02-22,양천구,46,38,0.006,0.044,0.8,0.006
2017-02-23,양천구,33,23,0.023,0.022,0.5,0.005
2017-02-24,양천구,29,20,0.014,0.033,0.5,0.005
2017-02-25,양천구,46,35,0.013,0.039,0.7,0.006
2017-02-26,양천구,51,39,0.017,0.03,0.7,0.005
2017-02-27,양천구,38,28,0.01,0.043,0.8,0.005
2017-02-28,양천구,38,28,0.012,0.048,0.8,0.007
2017-03-01,양천구,55,46,0.016,0.045,0.7,0.007
2017-03-02,양천구,32,24,0.023,0.023,0.5,0.005
2017-03-03,양천구,38,23,0.016,0.035,0.6,0.006
2017-03-04,양천구,50,36,0.009,0.049,0.8,0.007
2017-03-05,양천구,65,52,0.019,0.037,0.7,0.005
2017-03-06,양천구,38,29,0.022,0.022,0.5,0.005
2017-03-07,양천구,31,21,0.024,0.02,0.4,0.004
2017-03-08,양천구,39,21,0.022,0.024,0.5,0.005
2017-03-09,양천구,42,22,0.019,0.031,0.5,0.005
2017-03-10,양천구,38,24,0.014,0.039,0.6,0.005
2017-03-11,양천구,64,45,0.013,0.056,0.8,0.008
2017-03-12,양천구,84,68,0.021,0.048,0.8,0.007
2017-03-13,양천구,59,42,0.024,0.027,0.6,0.005
2017-03-14,양천구,45,27,0.024,0.026,0.5,0.005
2017-03-15,양천구,39,25,0.015,0.038,0.5,0.005
2017-03-16,양천구,63,48,0.016,0.048,0.6,0.007
2017-03-17,양천구,79,61,0.02,0.048,0.7,0.007
2017-03-18,양천구,83,65,0.021,0.052,0.7,0.009
2017-03-19,양천구,79,65,0.019,0.046,0.8,0.006
2017-03-20,양천구,100,76,0.006,0.065,0.9,0.007
2017-03-21,양천구,86,62,0.023,0.03,0.6,0.007
2017-03-22,양천구,48,33,0.019,0.038,0.5,0.006
2017-03-23,양천구,65,43,0.02,0.043,0.6,0.009
2017-03-24,양천구,55,37,0.013,0.043,0.6,0.007
2017-03-25,양천구,63,48,0.018,0.041,0.6,0.007
2017-03-26,양천구,57,47,0.028,0.028,0.5,0.006
2017-03-27,양천구,76,62,0.025,0.033,0.9,0.006
2017-03-28,양천구,82,66,0.018,0.04,0.7,0.006
2017-03-29,양천구,52,40,0.027,0.033,0.5,0.005
2017-03-30,양천구,61,46,0.021,0.041,0.6,0.005
