날짜,측정소명,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2016-04-07,서대문구,39,24,0.04,0.02,0.5,0.004
2016-04-08,서대문구,82,42,0.033,0.025,0.6,0.005
2016-04-09,서대문구,122,57,0.023,0.028,0.8,0.005
2016-04-10,서대문구,134,72,0.039,0.023,0.9,0.006
2016-04-11,서대문구,50,21,0.035,0.019,0.5,0.004
2016-04-12,서대문구,62,29,0.036,0.022,0.6,0.005
2016-04-13,서대문구,59,35,0.027,0.031,0.7,0.004
2016-04-14,서대문구,60,35,0.019,0.03,0.7,0.004
2016-04-15,서대문구,56,31,0.04,0.024,0.6,0.005
2016-04-16,서대문구,51,28,0.042,0.022,0.6,0.004
2016-04-17,서대문구,53,19,0.043,0.011,0.6,0.004
2016-04-18,서대문구,67,29,0.039,0.016,0.6,0.005
2016-04-19,서대문구,47,23,0.038,0.017,0.5,0.004
2016-04-20,서대문구,67,38,0.025,0.031,0.7,0.005
2016-04-21,서대문구,26,17,0.036,0.017,0.5,0.003
2016-04-22,서대문구,86,56,0.033,0.025,0.7,0.004
2016-04-23,서대문구,226,54,0.03,0.024,0.6,0.004
2016-04-24,서대문구,159,34,0.039,0.019,0.6,0.004
2016-04-25,서대문구,82,29,0.03,0.034,0.7,0.004
2016-04-26,서대문구,83,34,0.046,0.023,0.6,0.005
2016-04-27,서대문구,53,18,0.053,0.012,0.5,0.004
2016-04-28,서대문구,64,24,0.043,0.021,0.6,0.004
2016-04-29,서대문구,68,30,0.047,0.02,0.6,0.005
2016-04-30,서대문구,78,25,0.066,0.018,0.7,0.007
2016-05-01,서대문구,47,24,0.062,0.013,0.6,0.005
2016-05-02,서대문구,49,28,0.041,0.017,0.6,0.004
2016-05-03,서대문구,16,9,0.035,0.01,0.5,0.003
2016-05-04,서대문구,57,17,0.045,0.012,0.5,0.003
2016-05-05,서대문구,59,27,0.034,0.024,1.3,0.004
2016-05-06,서대문구,47,25,0.031,0.023,0.7,0.003
2016-05-07,서대문구,119,27,0.033,0.017,0.7,0.004
2016-05-08,서대문구,58,17,0.046,0.015,0.6,0.003
2016-05-09,서대문구,66,26,0.044,0.02,0.7,0.005
2016-05-10,서대문구,30,14,0.045,0.01,0.7,0.002
2016-05-11,서대문구,31,15,0.037,0.015,0.6,0.003
2016-05-12,서대문구,28,15,0.036,0.022,0.7,0.004
2016-05-13,서대문구,42,25,0.046,0.015,0.7,0.003
2016-05-14,서대문구,42,22,0.044,0.022,0.6,0.004
2016-05-15,서대문구,31,13,0.048,0.013,0.7,0.004
2016-05-16,서대문구,42,19,0.045,0.013,0.7,0.004
2016-05-17,서대문구,65,35,0.048,0.022,0.7,0.008
2016-05-18,서대문구,46,24,0.041,0.022,0.4,0.006
2016-05-19,서대문구,40,22,0.039,0.025,0.4,0.003
2016-05-20,서대문구,53,31,0.055,0.025,0.4,0.004
2016-05-21,서대문구,38,24,0.051,0.017,0.3,0.003
2016-05-22,서대문구,60,30,0.061,0.019,0.4,0.003
2016-05-23,서대문구,71,38,0.051,0.024,0.4,0.005
2016-05-24,서대문구,31,24,0.045,0.016,0.3,0.003
2016-05-25,서대문구,95,66,0.063,0.015,0.4,0.004
2016-05-26,서대문구,102,70,0.041,0.026,0.4,0.006
2016-05-27,서대문구,86,51,0.044,0.022,0.4,0.004
2016-05-28,서대문구,81,39,0.045,0.024,0.3,0.006
2016-05-29,서대문구,91,46,0.047,0.024,0.4,0.006
2016-05-30,서대문구,100,57,0.056,0.023,0.4,0.005
2016-05-31,서대문구,77,44,0.047,0.018,0.3,0.005
2016-06-01,서대문구,42,22,0.044,0.014,0.3,0.003
2016-06-02,서대문구,37,18,0.048,0.018,0.3,0.003
2016-06-03,서대문구,49,25,0.045,0.023,0.3,0.005
2016-06-04,서대문구,51,27,0.045,0.02,0.3,0.003
2016-06-05,서대문구,53,29,0.054,0.019,0.3,0.003
2016-06-06,서대문구,22,14,0.051,0.014,0.2,0.003
2016-06-07,서대문구,40,27,0.039,0.019,0.3,0.004
2016-06-08,서대문구,40,24,0.038,0.02,0.2,0.004
2016-06-09,서대문구,54,29,0.035,0.023,0.3,0.004
2016-06-10,서대문구,63,37,0.037,0.028,0.3,0.005
2016-06-11,서대문구,47,27,0.038,0.019,0.3,0.004
2016-06-12,서대문구,31,20,0.031,0.015,0.2,0.003
2016-06-13,서대문구,60,29,0.036,0.02,0.3,0.003
2016-06-14,서대문구,50,27,0.037,0.025,0.3,0.005
2016-06-15,서대문구,34,21,0.034,0.018,0.3,0.003
2016-06-16,서대문구,31,20,0.046,0.017,0.3,0.003
2016-06-17,서대문구,57,36,0.06,0.018,0.3,0.004
2016-06-18,서대문구,67,44,0.054,0.022,0.3,0.005
2016-06-19,서대문구,38,26,0.039,0.021,0.3,0.003
2016-06-20,서대문구,56,36,0.051,0.021,0.3,0.004
2016-06-21,서대문구,66,41,0.055,0.027,0.3,0.004
2016-06-22,서대문구,66,43,0.043,0.023,0.3,0.004
2016-06-23,서대문구,47,34,0.046,0.02,0.4,0.004
2016-06-24,서대문구,43,24,0.036,0.02,0.4,0.003
2016-06-25,서대문구,36,17,0.042,0.018,0.4,0.004
2016-06-26,서대문구,31,16,0.043,0.017,0.3,0.003
2016-06-27,서대문구,37,19,0.035,0.026,0.4,0.006
2016-06-28,서대문구,65,30,0.042,0.025,0.4,0.004
2016-06-29,서대문구,37,20,0.041,0.024,0.3,0.004
2016-06-30,서대문구,30,14,0.031,0.018,0.3,0.003
2016-07-01,서대문구,19,10,0.02,0.019,0.3,0.002
2016-07-02,서대문구,12,7,0.031,0.016,0.3,0.002
2016-07-03,서대문구,44,22,0.045,0.016,0.3,0.003
2016-07-04,서대문구,20,11,0.031,0.015,0.3,0.002
2016-07-05,서대문구,12,7,0.013,0.018,0.3,0.002
2016-07-06,서대문구,18,8,0.024,0.019,0.3,0.003
2016-07-07,서대문구,39,19,0.022,0.028,0.4,0.006
2016-07-08,서대문구,56,27,0.04,0.022,0.4,0.003
2016-07-09,서대문구,39,16,0.03,0.018,0.3,0.003
2016-07-10,서대문구,35,17,0.031,0.023,0.4,0.004
2016-07-11,서대문구,58,31,0.042,0.023,0.4,0.004
2016-07-12,서대문구,31,17,0.028,0.02,0.3,0.006
2016-07-13,서대문구,32,15,0.016,0.019,0.3,0.003
2016-07-14,서대문구,33,15,0.034,0.018,0.4,0.003
2016-07-15,서대문구,17,8,0.031,0.014,0.3,0.002
2016-07-16,서대문구,7,5,0.022,0.013,0.4,0.002
2016-07-17,서대문구,14,7,0.023,0.014,0.3,0.003
2016-07-18,서대문구,27,13,0.02,0.018,0.3,0.004
2016-07-19,서대문구,37,18,0.042,0.02,0.4,0.003
2016-07-20,서대문구,38,19,0.044,0.02,0.4,0.002
2016-07-21,서대문구,35,17,0.038,0.019,0.4,0.003
2016-07-22,서대문구,40,19,0.039,0.017,0.3,0.003
2016-07-23,서대문구,41,23,0.03,0.017,0.3,0.004
2016-07-24,서대문구,36,21,0.018,0.016,0.3,0.003
2016-07-25,서대문구,42,23,0.019,0.019,0.3,0.002
2016-07-26,서대문구,32,19,0.016,0.016,0.3,0.004
2016-07-27,서대문구,31,18,0.019,0.015,0.4,0.004
2016-07-28,서대문구,58,28,0.044,0.015,0.4,0.003
2016-07-29,서대문구,38,21,0.024,0.022,0.4,0.003
2016-07-30,서대문구,39,22,0.031,0.019,0.3,0.002
2016-07-31,서대문구,35,20,0.018,0.015,0.3,0.003
2016-08-01,서대문구,30,12,0.014,0.015,0.3,0.003
2016-08-02,서대문구,23,13,0.016,0.017,0.3,0.002
2016-08-03,서대문구,31,16,0.029,0.021,0.4,0.003
2016-08-04,서대문구,29,15,0.039,0.017,0.4,0.002
2016-08-05,서대문구,43,22,0.04,0.022,0.4,0.002
2016-08-06,서대문구,61,32,0.049,0.022,0.4,0.003
2016-08-07,서대문구,35,16,0.04,0.018,0.3,0.003
2016-08-08,서대문구,42,23,0.036,0.015,0.4,0.002
2016-08-09,서대문구,31,20,0.041,0.019,0.4,0.002
2016-08-10,서대문구,54,39,0.039,0.02,0.4,0.002
2016-08-11,서대문구,35,17,0.029,0.017,0.4,0.002
2016-08-12,서대문구,46,23,0.026,0.018,0.4,0.003
2016-08-13,서대문구,37,21,0.021,0.014,0.3,0.003
2016-08-14,서대문구,35,21,0.022,0.014,0.4,0.002
2016-08-15,서대문구,39,18,0.031,0.016,0.4,0.002
2016-08-16,서대문구,52,24,0.035,0.021,0.4,0.003
2016-08-17,서대문구,44,21,0.039,0.018,0.4,0.002
2016-08-18,서대문구,60,29,0.049,0.024,0.4,0.004
2016-08-19,서대문구,63,34,0.049,0.025,0.4,0.003
2016-08-20,서대문구,32,16,0.044,0.018,0.4,0.002
2016-08-21,서대문구,29,16,0.048,0.016,0.3,0.003
2016-08-22,서대문구,30,15,0.04,0.016,0.4,0.002
2016-08-23,서대문구,33,17,0.032,0.022,0.4,0.002
2016-08-24,서대문구,36,17,0.03,0.022,0.4,0.003
2016-08-25,서대문구,29,14,0.024,0.02,0.4,0.003
2016-08-26,서대문구,14,6,0.036,0.012,0.3,0.002
2016-08-27,서대문구,12,5,0.034,0.014,0.3,0.003
2016-08-28,서대문구,9,4,0.029,0.012,0.3,0.002
2016-08-29,서대문구,15,6,0.024,0.015,0.4,0.003
2016-08-30,서대문구,30,7,0.025,0.015,0.4,0.003
2016-08-31,서대문구,19,5,0.019,0.017,0.4,0.003
2016-09-01,서대문구,69,28,0.052,0.019,0.5,0.004
2016-09-02,서대문구,31,18,0.046,0.016,0.4,0.003
2016-09-03,서대문구,21,12,0.036,0.02,0.4,0.002
2016-09-04,서대문구,20,10,0.027,0.019,0.4,0.002
2016-09-05,서대문구,31,14,0.027,0.02,0.4,0.003
2016-09-06,서대문구,61,29,0.033,0.022,0.4,0.004
2016-09-07,서대문구,75,37,0.037,0.02,0.4,0.004
2016-09-08,서대문구,47,24,0.024,0.024,0.5,0.004
2016-09-09,서대문구,41,20,0.033,0.021,0.4,0.003
2016-09-10,서대문구,40,20,0.036,0.022,0.4,0.002
2016-09-11,서대문구,40,22,0.043,0.018,0.4,0.003
2016-09-12,서대문구,27,14,0.029,0.016,0.4,0.002
2016-09-13,서대문구,18,9,0.03,0.016,0.3,0.003
2016-09-14,서대문구,31,17,0.037,0.017,0.4,0.003
2016-09-15,서대문구,42,23,0.032,0.018,0.4,0.003
2016-09-16,서대문구,51,29,0.039,0.018,0.4,0.006
2016-09-17,서대문구,30,18,0.043,0.011,0.3,0.003
2016-09-18,서대문구,23,12,0.042,0.011,0.3,0.002
2016-09-19,서대문구,12,5,0.035,0.012,0.3,0.002
2016-09-20,서대문구,16,8,0.035,0.014,0.4,0.002
2016-09-21,서대문구,33,18,0.035,0.017,0.4,0.003
2016-09-22,서대문구,40,23,0.037,0.018,0.4,0.003
2016-09-23,서대문구,53,30,0.045,0.021,0.4,0.003
2016-09-24,서대문구,64,37,0.05,0.024,0.5,0.004
2016-09-25,서대문구,49,28,0.039,0.02,0.4,0.004
2016-09-26,서대문구,43,23,0.028,0.022,0.4,0.003
2016-09-27,서대문구,33,18,0.014,0.022,0.4,0.003
2016-09-28,서대문구,33,16,0.015,0.018,0.4,0.002
2016-09-29,서대문구,14,5,0.019,0.014,0.4,0.002
2016-09-30,서대문구,30,13,0.014,0.02,0.4,0.003
2016-10-01,서대문구,47,21,0.014,0.025,0.5,0.003
2016-10-02,서대문구,28,12,0.019,0.016,0.4,0.002
2016-10-03,서대문구,15,7,0.023,0.014,0.4,0.002
2016-10-04,서대문구,30,12,0.028,0.016,0.4,0.003
2016-10-05,서대문구,27,10,0.033,0.014,0.4,0.003
2016-10-06,서대문구,40,14,0.028,0.016,0.4,0.003
2016-10-07,서대문구,25,9,0.026,0.015,0.4,0.002
2016-10-08,서대문구,20,9,0.031,0.014,0.4,0.003
2016-10-09,서대문구,20,8,0.03,0.013,0.4,0.003
2016-10-10,서대문구,29,10,0.023,0.019,0.5,0.003
2016-10-11,서대문구,45,17,0.018,0.025,0.6,0.004
2016-10-12,서대문구,59,23,0.026,0.018,0.5,0.003
2016-10-13,서대문구,40,16,0.019,0.023,0.5,0.003
2016-10-14,서대문구,75,33,0.018,0.028,0.6,0.004
2016-10-15,서대문구,84,41,0.023,0.027,0.6,0.004
2016-10-16,서대문구,56,29,0.018,0.019,0.5,0.003
2016-10-17,서대문구,53,26,0.026,0.019,0.5,0.003
2016-10-18,서대문구,49,24,0.012,0.02,0.5,0.002
2016-10-19,서대문구,65,27,0.042,0.066,0.2,0.004
2016-10-20,서대문구,49,29,0.032,0.049,0.2,0.003
2016-10-21,서대문구,19,10,0.028,0.021,0.3,0.003
2016-10-22,서대문구,24,13,0.027,0.016,0.4,0.004
2016-10-23,서대문구,8,6,0.03,0.012,0.4,0.004
2016-10-24,서대문구,14,7,0.022,0.017,0.4,0.004
2016-10-25,서대문구,15,7,0.017,0.019,0.4,0.004
2016-10-26,서대문구,45,18,0.012,0.022,0.6,0.005
2016-10-27,서대문구,46,16,0.011,0.022,0.5,0.005
2016-10-28,서대문구,40,13,0.024,0.018,0.4,0.005
2016-10-29,서대문구,40,13,0.025,0.015,0.4,0.005
2016-10-30,서대문구,29,10,0.019,0.019,0.5,0.005
2016-10-31,서대문구,31,12,0.011,0.024,0.6,0.005
2016-11-01,서대문구,27,9,0.024,0.016,0.5,0.005
2016-11-02,서대문구,35,11,0.012,0.025,0.6,0.005
2016-11-03,서대문구,43,18,0.017,0.028,0.7,0.006
2016-11-04,서대문구,65,26,0.032,0.025,0.6,0.006
2016-11-05,서대문구,79,35,0.043,0.022,0.6,0.006
2016-11-06,서대문구,33,14,0.027,0.018,0.5,0.004
2016-11-07,서대문구,37,19,0.02,0.022,0.5,0.005
2016-11-08,서대문구,74,41,0.027,0.017,0.5,0.005
2016-11-09,서대문구,44,21,0.019,0.019,0.5,0.005
2016-11-10,서대문구,39,18,0.01,0.027,0.6,0.005
2016-11-11,서대문구,56,16,0.017,0.024,0.6,0.005
2016-11-12,서대문구,87,22,0.026,0.024,0.6,0.006
2016-11-13,서대문구,64,24,0.026,0.023,0.5,0.005
2016-11-14,서대문구,53,21,0.017,0.026,0.6,0.005
2016-11-15,서대문구,68,16,0.024,0.017,0.5,0.005
2016-11-16,서대문구,56,19,0.009,0.029,0.7,0.005
2016-11-17,서대문구,72,24,0.009,0.034,0.7,0.006
2016-11-18,서대문구,96,33,0.01,0.038,0.8,0.007
2016-11-19,서대문구,50,19,0.018,0.029,0.6,0.005
2016-11-20,서대문구,45,18,0.023,0.019,0.6,0.005
2016-11-21,서대문구,68,21,0.013,0.029,0.7,0.005
2016-11-22,서대문구,47,14,0.024,0.016,0.5,0.005
2016-11-23,서대문구,44,12,0.021,0.017,0.6,0.005
2016-11-24,서대문구,31,10,0.021,0.019,0.6,0.006
2016-11-25,서대문구,37,14,0.012,0.029,0.7,0.006
2016-11-26,서대문구,54,23,0.009,0.032,0.7,0.005
2016-11-27,서대문구,80,32,0.007,0.031,0.8,0.005
2016-11-28,서대문구,90,28,0.019,0.021,0.6,0.005
2016-11-29,서대문구,34,12,0.013,0.029,0.6,0.006
2016-11-30,서대문구,41,19,0.008,0.031,0.6,0.006
2016-12-01,서대문구,60,22,0.024,0.02,0.6,0.006
2016-12-02,서대문구,39,14,0.017,0.025,0.6,0.006
2016-12-03,서대문구,56,25,0.009,0.036,0.7,0.006
2016-12-04,서대문구,90,43,0.007,0.042,0.8,0.007
2016-12-05,서대문구,105,47,0.019,0.029,0.6,0.006
2016-12-06,서대문구,28,10,0.02,0.021,0.5,0.005
2016-12-07,서대문구,63,26,0.007,0.035,0.7,0.006
2016-12-08,서대문구,59,29,0.009,0.036,0.7,0.006
2016-12-09,서대문구,34,20,0.02,0.023,0.6,0.005
2016-12-10,서대문구,38,19,0.019,0.023,0.6,0.006
2016-12-11,서대문구,35,18,0.014,0.029,0.7,0.006
2016-12-12,서대문구,39,22,0.008,0.032,0.7,0.006
2016-12-13,서대문구,63,31,0.014,0.032,0.8,0.006
2016-12-14,서대문구,61,27,0.014,0.023,0.6,0.005
2016-12-15,서대문구,41,14,0.021,0.019,0.5,0.005
2016-12-16,서대문구,41,14,0.016,0.024,0.6,0.006
2016-12-17,서대문구,77,34,0.007,0.04,0.8,0.006
2016-12-18,서대문구,59,27,0.008,0.036,0.7,0.005
2016-12-19,서대문구,35,18,0.015,0.026,0.6,0.005
2016-12-20,서대문구,56,30,0.009,0.038,0.8,0.005
2016-12-21,서대문구,32,17,0.021,0.02,0.5,0.005
2016-12-22,서대문구,29,19,0.018,0.021,0.6,0.004
2016-12-23,서대문구,62,33,0.021,0.018,0.6,0.005
2016-12-24,서대문구,76,46,0.013,0.023,0.7,0.005
2016-12-25,서대문구,62,36,0.009,0.03,0.8,0.005
2016-12-26,서대문구,65,33,0.006,0.036,0.9,0.005
2016-12-27,서대문구,47,23,0.023,0.018,0.5,0.005
2016-12-28,서대문구,49,23,0.01,0.029,0.7,0.006
2016-12-29,서대문구,39,13,0.017,0.022,0.6,0.005
2016-12-30,서대문구,46,20,0.008,0.034,0.8,0.006
2016-12-31,서대문구,64,34,0.005,0.042,0.8,0.006
2017-01-01,서대문구,91,50,0.008,0.039,0.8,0.005
2017-01-02,서대문구,126,64,0.02,0.033,0.7,0.006
2017-01-03,서대문구,90,40,0.016,0.033,0.7,0.006
2017-01-04,서대문구,61,32,0.013,0.04,0.8,0.006
2017-01-05,서대문구,27,17,0.021,0.026,0.6,0.005
2017-01-06,서대문구,21,13,0.019,0.027,0.6,0.005
2017-01-07,서대문구,49,27,0.009,0.038,0.7,0.005
2017-01-08,서대문구,26,18,0.027,0.022,0.5,0.005
2017-01-09,서대문구,65,47,0.03,0.019,0.7,0.006
2017-01-10,서대문구,32,15,0.025,0.019,0.5,0.006
2017-01-11,서대문구,25,12,0.018,0.025,0.5,0.006
2017-01-12,서대문구,30,16,0.02,0.024,0.6,0.006
2017-01-13,서대문구,33,13,0.026,0.017,0.5,0.006
2017-01-14,서대문구,51,11,0.026,0.015,0.5,0.006
2017-01-15,서대문구,29,14,0.019,0.021,0.6,0.005
2017-01-16,서대문구,47,23,0.008,0.033,0.8,0.006
2017-01-17,서대문구,72,42,0.005,0.048,0.9,0.007
2017-01-18,서대문구,104,67,0.008,0.038,0.8,0.006
2017-01-19,서대문구,105,62,0.01,0.037,0.8,0.007
2017-01-20,서대문구,60,37,0.022,0.024,0.6,0.006
2017-01-21,서대문구,53,31,0.009,0.034,0.7,0.005
2017-01-22,서대문구,89,28,0.03,0.016,0.5,0.007
2017-01-23,서대문구,52,37,0.023,0.022,0.6,0.007
2017-01-24,서대문구,39,27,0.018,0.028,0.6,0.006
2017-01-25,서대문구,49,34,0.011,0.037,0.7,0.006
2017-01-26,서대문구,66,43,0.013,0.042,0.8,0.006
2017-01-27,서대문구,127,16,0.029,0.017,0.5,0.005
2017-01-28,서대문구,32,12,0.014,0.027,0.6,0.005
2017-01-29,서대문구,26,14,0.011,0.029,0.6,0.005
2017-01-30,서대문구,51,34,0.029,0.017,0.6,0.005
2017-01-31,서대문구,27,15,0.017,0.026,0.6,0.005
2017-02-01,서대문구,36,19,0.024,0.024,0.6,0.006
2017-02-02,서대문구,33,17,0.021,0.025,0.6,0.006
2017-02-03,서대문구,73,43,0.024,0.032,0.7,0.006
2017-02-04,서대문구,88,57,0.009,0.044,0.8,0.006
2017-02-05,서대문구,72,55,0.017,0.033,0.8,0.005
2017-02-06,서대문구,44,27,0.031,0.019,0.5,0.006
2017-02-07,서대문구,43,22,0.012,0.032,0.6,0.006
2017-02-08,서대문구,55,25,0.013,0.033,0.7,0.006
2017-02-09,서대문구,59,18,0.029,0.017,0.5,0.005
2017-02-10,서대문구,37,17,0.029,0.016,0.5,0.005
2017-02-11,서대문구,31,17,0.027,0.018,0.5,0.005
2017-02-12,서대문구,33,18,0.025,0.022,0.6,0.006
2017-02-13,서대문구,44,23,0.011,0.039,0.7,0.006
2017-02-14,서대문구,53,30,0.025,0.027,0.6,0.006
2017-02-15,서대문구,64,35,0.011,0.045,0.9,0.008
2017-02-16,서대문구,68,29,0.015,0.043,0.7,0.008
2017-02-17,서대문구,51,16,0.031,0.019,0.5,0.005
2017-02-18,서대문구,34,17,0.03,0.02,0.5,0.005
2017-02-19,서대문구,47,23,0.024,0.028,0.6,0.005
2017-02-20,서대문구,50,21,0.034,0.016,0.5,0.005
2017-02-21,서대문구,50,29,0.015,0.034,0.6,0.006
2017-02-22,서대문구,38,24,0.015,0.029,0.6,0.005
2017-02-23,서대문구,37,21,0.031,0.017,0.5,0.005
2017-02-24,서대문구,31,18,0.02,0.026,0.6,0.006
2017-02-25,서대문구,52,27,0.016,0.032,0.7,0.006
2017-02-26,서대문구,51,28,0.02,0.026,0.6,0.006
2017-02-27,서대문구,37,21,0.015,0.031,0.6,0.006
2017-02-28,서대문구,40,22,0.015,0.037,0.7,0.007
2017-03-01,서대문구,56,32,0.02,0.036,0.6,0.007
2017-03-02,서대문구,33,19,0.028,0.019,0.5,0.005
2017-03-03,서대문구,45,21,0.016,0.031,0.5,0.006
2017-03-04,서대문구,53,31,0.013,0.038,0.6,0.006
2017-03-05,서대문구,65,41,0.027,0.025,0.5,0.005
2017-03-06,서대문구,38,24,0.03,0.016,0.5,0.005
